id,Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,nCountry,Continent nationality,nContinent,Date,Meet,Meet location
swim1784,200 m breaststroke,200,Female,50,02:28.36,148036,,,Lina Kachushite,Lina_Kachushite,Soviet Union,67,Europe,762,"Friday, April 6, 1979",,"Potsdam, East Germany"
swim1785,200 m breaststroke,200,Female,51,02:28.33,148033,,,Silke Hˆrner,Silke_Horner,East Germany,5,Europe,23,"Wednesday, June 5, 1985",,"Leipzig, East Germany"
swim1786,200 m breaststroke,200,Female,52,02:28.20,148002,,,Sylvia Gerasch,Sylvia_Gerasch,East Germany,145,Europe,492,"Saturday, March 1, 1986",,"Leningrad, USSR"
swim1788,200 m breaststroke,200,Female,54,02:27.27,147027,,,Allison Higson,Allison_Higson,Canada,21,America,585,"Saturday, May 28, 1988",,"Montreal, Quebec"
swim1787,200 m breaststroke,200,Female,53,02:27.40,147004,,,Silke Hˆrner,Silke_Horner,East Germany,195,Europe,649,"Monday, August 18, 1986",,"Madrid, Spain"
swim1789,200 m breaststroke,200,Female,55,02:26.71,146071,,,Silke Hˆrner,Silke_Horner,East Germany,1,Europe,1,"Wednesday, September 21, 1988",,"Seoul, South Korea"
swim1790,200 m breaststroke,200,Female,56,02:25.92,145092,,,Anita Nall,Anita_Nall,United States,804,America,835,"Monday, March 2, 1992",,"Indianapolis, Indiana"
swim1791,200 m breaststroke,200,Female,57,02:25.35,145035,,,Anita Nall,Anita_Nall,United States,805,America,836,"Monday, March 2, 1992",,"Indianapolis, Indiana"
swim1792,200 m breaststroke,200,Female,58,02:24.76,144076,,,Rebecca Brown,Rebecca_Brown,Australia,32,Oceania,33,"Tuesday, March 15, 1994",,"Brisbane, Australia"
swim1793,200 m breaststroke,200,Female,59,02:24.69,144069,,,Penelope Heyns,Penelope_Heyns,South Africa,19,Africa,19,"Saturday, July 17, 1999",,"Los Angeles, California"
swim1794,200 m breaststroke,200,Female,60,02:24.51,144051,,,Penelope Heyns,Penelope_Heyns,South Africa,20,Africa,20,"Saturday, July 17, 1999",,"Los Angeles, California"
swim1795,200 m breaststroke,200,Female,61,02:24.42,144042,,,Penelope Heyns,Penelope_Heyns,South Africa,6,Africa,6,"Thursday, August 26, 1999",,"Sydney, Australia"
swim1796,200 m breaststroke,200,Female,62,02:23.64,143064,,,Penelope Heyns,Penelope_Heyns,South Africa,33,Africa,37,"Friday, August 27, 1999",,"Sydney, Australia"
swim1797,200 m breaststroke,200,Female,63,02:22.99,142099,,,Qi Hui,Qi_Hui,China,34,Asia,133,"Friday, April 13, 2001",,"Hangzhou, China"
swim1798,200 m breaststroke,200,Female,64,02:22.99,142099,,,Amanda Beard,Amanda_Beard,United States,978,America,1012,"Friday, July 25, 2003",,"Barcelona, Spain"
swim1799,200 m breaststroke,200,Female,65,02:22.96,142096,,,Leisel Jones,Leisel_Jones,Australia,154,Oceania,155,"Saturday, July 10, 2004",,"Brisbane, Australia"
swim1800,200 m breaststroke,200,Female,66,02:22.44,142044,,,Amanda Beard,Amanda_Beard,United States,845,America,877,"Monday, July 12, 2004",,"Long Beach, California"
swim1801,200 m breaststroke,200,Female,67,02:21.72,141072,,,Leisel Jones,Leisel_Jones,Australia,255,Oceania,256,"Friday, July 29, 2005",,"Montreal, Quebec"
swim1802,200 m breaststroke,200,Female,68,02:20.54,140054,,,Leisel Jones,Leisel_Jones,Australia,11,Oceania,12,"Wednesday, February 1, 2006",,"Melbourne, Australia"
swim1803,200 m breaststroke,200,Female,69,02:20.22,140022,,,Rebecca Soni,Rebecca_Soni,United States,1051,America,1086,"Friday, August 15, 2008",,"Beijing, China"
swim1804,200 m breaststroke,200,Female,70,02:20.12,140012,,,Annamay Pierse,Annamay_Pierse,Canada,7,America,220,"Thursday, July 30, 2009",,"Rome, Italy"
swim1805,200 m breaststroke,200,Female,71,02:20.00,140000,,,Rebecca Soni,Rebecca_Soni,United States,81,America,87,"Wednesday, August 1, 2012",,"London, United Kingdom"
swim1806,200 m breaststroke,200,Female,72,02:19.59,139059,,,Rebecca Soni,Rebecca_Soni,United States,286,America,302,"Thursday, August 2, 2012",,"London, United Kingdom"
swim1807,200 m breaststroke,200,Female,73,02:19.11,139011,,,Rikke M¯ller Pedersen,Rikke_M¯ller_Pedersen,Denmark,8,Europe,260,"Thursday, August 1, 2013",,"Barcelona, Spain"
swim607,200 m butterfly,200,Male,1,02:19.00,139000,,Final,Mike Troy,Mike_Troy,United States,619,America,647,"Saturday, July 11, 1959",,"Los Altos, United States"
swim608,200 m butterfly,200,Male,2,02:16.40,136004,,Final,Mike Troy,Mike_Troy,United States,620,America,648,"Saturday, July 11, 1959",,"Los Altos, United States"
swim609,200 m butterfly,200,Male,3,02:15.00,135000,,Final,Mike Troy,Mike_Troy,United States,415,America,438,"Sunday, July 10, 1960",,"Evansville, United States"
swim610,200 m butterfly,200,Male,4,02:13.40,133004,,Final,Mike Troy,Mike_Troy,United States,600,America,628,"Saturday, July 23, 1960",,"Toledo, United States"
swim611,200 m butterfly,200,Male,5,02:13.20,133002,,Final,Mike Troy,Mike_Troy,United States,253,America,268,"Thursday, August 4, 1960",,"Detroit, United States"
swim612,200 m butterfly,200,Male,6,02:12.80,132008,,Final,Mike Troy,Mike_Troy,United States,902,America,935,"Friday, September 2, 1960",,"Rome, Italy"
swim613,200 m butterfly,200,Male,7,02:12.60,132006,,Final,Carl Robie,Carl_Robie,United States,727,America,757,"Saturday, August 19, 1961",,"Los Angeles, United States"
swim614,200 m butterfly,200,Male,8,02:12.50,132005,,Final,Kevin Berry,Kevin_Berry,Australia,43,Oceania,44,"Tuesday, February 20, 1962",,"Melbourne, Australia"
swim615,200 m butterfly,200,Male,9,02:12.40,132004,,Final,Carl Robie,Carl_Robie,United States,757,America,788,"Saturday, August 11, 1962",,"Cuyahoga Falls, United States"
swim616,200 m butterfly,200,Male,10,02:10.80,130008,,Final,Carl Robie,Carl_Robie,United States,758,America,789,"Saturday, August 11, 1962",,"Cuyahoga Falls, United States"
swim617,200 m butterfly,200,Male,11,02:09.70,129007,,Final,Kevin Berry,Kevin_Berry,Australia,23,Oceania,24,"Tuesday, October 23, 1962",,"Melbourne, Australia"
swim618,200 m butterfly,200,Male,12,02:08.40,128004,,Final,Kevin Berry,Kevin_Berry,Australia,167,Oceania,168,"Saturday, January 12, 1963",,"Sydney, Australia"
swim619,200 m butterfly,200,Male,13,02:08.20,128002,,Final,Carl Robie,Carl_Robie,United States,810,America,841,"Monday, March 18, 1963",,"Tokyo, Japan"
swim620,200 m butterfly,200,Male,14,02:06.90,126009,,Final,Kevin Berry,Kevin_Berry,Australia,84,Oceania,85,"Sunday, March 29, 1964",,"Sydney, Australia"
swim621,200 m butterfly,200,Male,15,02:06.60,126006,,Final,Kevin Berry,Kevin_Berry,Australia,81,Oceania,82,"Sunday, October 18, 1964",,"Tokyo, Japan"
swim622,200 m butterfly,200,Male,16,02:06.40,126004,,Final,Mark Spitz,Mark_Spitz,United States,31,America,36,"Wednesday, July 26, 1967",,"Winnipeg, Canada"
swim623,200 m butterfly,200,Male,17,02:06.00,126000,,Final,John Ferris,John_Ferris,United States,51,America,57,"Wednesday, August 30, 1967",,"Tokyo, Japan"
swim624,200 m butterfly,200,Male,18,02:05.70,125007,,Final,Mark Spitz,Mark_Spitz,United States,340,America,358,"Sunday, October 8, 1967",,"West Berlin, West Germany"
swim625,200 m butterfly,200,Male,19,02:05.40,125004,,Final,Mark Spitz,Mark_Spitz,United States,704,America,733,"Saturday, August 22, 1970",,"Los Angeles, United States"
swim626,200 m butterfly,200,Male,20,02:05.00,125000,,Final,"Gary Hall, Sr.",Gary_Hall_Sr,United States,705,America,734,"Saturday, August 22, 1970",,"Los Angeles, United States"
swim627,200 m butterfly,200,Male,21,02:03.90,123009,,Final,Mark Spitz,Mark_Spitz,United States,1022,America,1057,"Friday, August 27, 1971",,"Houston, United States"
swim628,200 m butterfly,200,Male,22,02:03.30,123003,,Final,Hans-Joachim Fassnacht,Hans-Joachim_Fassnacht,Germany,9,Europe,155,"Tuesday, August 31, 1971",,"Landskrona, Sweden"
swim629,200 m butterfly,200,Male,23,02:01.87,121087,,Final,Mark Spitz,Mark_Spitz,United States,64,America,70,"Wednesday, August 2, 1972",,"Chicago, United States"
swim630,200 m butterfly,200,Male,24,02:01.53,121053,,Final,Mark Spitz,Mark_Spitz,United States,65,America,71,"Wednesday, August 2, 1972",,"Chicago, United States"
swim632,200 m butterfly,200,Male,26,02:00.21,120021,,Final,Roger Pyttel,Roger_Pyttel,East Germany,65,Europe,200,"Thursday, June 3, 1976",,"East Berlin, East Germany"
swim631,200 m butterfly,200,Male,25,02:00.70,120007,,Final,Mark Spitz,Mark_Spitz,United States,857,America,890,"Monday, August 28, 1972",,"Munich, West Germany"
swim633,200 m butterfly,200,Male,27,01:59.63,119063,,Final,Roger Pyttel,Roger_Pyttel,East Germany,66,Europe,201,"Thursday, June 3, 1976",,"East Berlin, East Germany"
swim634,200 m butterfly,200,Male,28,01:59.23,119023,,Final,Mike Bruner,Mike_Bruner,United States,411,America,433,"Sunday, July 18, 1976",,"MontrÈal, QuÈbec"
swim635,200 m butterfly,200,Male,29,01:58.21,118021,,Final,Craig Beardsley,Craig_Beardsley,United States,26,America,29,"Wednesday, July 30, 1980",,"Irvine, United States"
swim636,200 m butterfly,200,Male,30,01:58.01,118001,,Final,Craig Beardsley,Craig_Beardsley,United States,702,America,731,"Saturday, August 22, 1981",,"Kiev, Soviet Union"
swim637,200 m butterfly,200,Male,31,01:57.05,117005,,Final,Michael Gross,Michael_Gross,Germany,72,Europe,740,"Friday, August 26, 1983",,"Rome, Italy"
swim638,200 m butterfly,200,Male,32,01:57.04,117004,,Final,Jon Sieben,Jon_Sieben,Australia,282,Oceania,283,"Friday, August 3, 1984",,"Los Angeles, United States"
swim639,200 m butterfly,200,Male,33,01:57.01,117001,,Final,Michael Gross,Michael_Gross,Germany,42,Europe,503,"Saturday, June 29, 1985",,"Wuppertal, West Germany"
swim640,200 m butterfly,200,Male,34,01:56.65,116065,,Final,Michael Gross,Michael_Gross,Germany,48,Europe,574,"Saturday, August 10, 1985",,"Sofia, Bulgaria"
swim641,200 m butterfly,200,Male,35,01:56.24,116024,,Final,Michael Gross,Michael_Gross,Germany,43,Europe,504,"Saturday, June 28, 1986",,"Hannover, West Germany"
swim642,200 m butterfly,200,Male,36,01:55.69,115069,,Final,Melvin Stewart,Melvin_Stewart,United States,625,America,653,"Saturday, January 12, 1991",,"Perth, Australia"
swim643,200 m butterfly,200,Male,37,01:55.22,115022,,Final,Denis Pankratov,Denis_Pankratov,Russia,1,Europe,32,"Wednesday, June 14, 1995",,"Canet-en-Roussillon, France"
swim644,200 m butterfly,200,Male,38,01:55.18,115018,,Final,Tom Malchow,Tom_Malchow,United States,575,America,602,"Saturday, June 17, 2000",,"Charlotte, United States"
swim645,200 m butterfly,200,Male,39,01:54.92,114092,,Final,Michael Phelps,Michael_Phelps,United States,933,America,967,"Friday, March 30, 2001",,"Austin, United States"
swim646,200 m butterfly,200,Male,40,01:54.58,114058,,Final,Michael Phelps,Michael_Phelps,United States,121,America,127,"Tuesday, July 24, 2001",,"Fukuoka, Japan"
swim647,200 m butterfly,200,Male,41,01:53.93,113093,,Final,Michael Phelps,Michael_Phelps,United States,122,America,128,"Tuesday, July 22, 2003",,"Barcelona, Spain"
swim649,200 m butterfly,200,Male,43,01:53.71,113071,,Final,Michael Phelps,Michael_Phelps,United States,630,America,658,"Saturday, February 17, 2007",,"Columbia, United States"
swim648,200 m butterfly,200,Male,42,01:53.80,113008,,Final,Michael Phelps,Michael_Phelps,United States,294,America,311,"Thursday, August 17, 2006",,"Victoria, Canada"
swim650,200 m butterfly,200,Male,44,01:52.09,112009,,Final,Michael Phelps,Michael_Phelps,United States,15,America,17,"Wednesday, March 28, 2007",,"Melbourne, Australia"
swim651,200 m butterfly,200,Male,45,01:52.03,112003,,Final,Michael Phelps,Michael_Phelps,United States,74,America,80,"Wednesday, August 13, 2008",,"Beijing, China"
swim652,200 m butterfly,200,Male,46,01:51.51,111051,,Final,Michael Phelps,Michael_Phelps,United States,123,America,129,"Tuesday, July 21, 2009",,"Rome, Italy"
swim1856,200 m butterfly,200,Female,1,02:40.50,160005,,,Nancy Ramey,Nancy_Ramey,United States,353,America,371,"Sunday, June 29, 1958",,"Los Angeles, United States"
swim1857,200 m butterfly,200,Female,2,02:38.90,158009,,,Tineke Lagerberg,Tineke_Lagerberg,Netherlands,59,Europe,454,"Saturday, September 13, 1958",,"Naarden, Netherlands"
swim1858,200 m butterfly,200,Female,3,02:37.00,157000,,,Becky Collins,Becky_Collins,United States,409,America,431,"Sunday, July 19, 1959",,"Redding, United States"
swim1859,200 m butterfly,200,Female,4,02:34.40,154004,,,Marianne Heemskerk,Marianne_Heemskerk,Netherlands,34,Europe,322,"Sunday, June 12, 1960",,"Leipzig, East Germany"
swim1860,200 m butterfly,200,Female,5,02:32.80,152008,,,Becky Collins,Becky_Collins,United States,514,America,538,"Sunday, August 13, 1961",,"Philadelphia, United States"
swim1861,200 m butterfly,200,Female,6,02:31.20,151002,,,Sharon Finneran,Sharon_Finneran,United States,491,America,515,"Sunday, August 19, 1962",,"Chicago, United States"
swim1862,200 m butterfly,200,Female,7,02:30.70,150007,,,Sharon Finneran,Sharon_Finneran,United States,689,America,718,"Saturday, August 25, 1962",,"Los Altos, United States"
swim1863,200 m butterfly,200,Female,8,02:29.10,149001,,,Susan Pitt,Susan_Pitt,United States,596,America,624,"Saturday, July 27, 1963",,"Philadelphia, United States"
swim1864,200 m butterfly,200,Female,9,02:28.10,148001,,,Sharon Stouder,Sharon_Stouder,United States,413,America,436,"Sunday, July 12, 1964",,"Los Angeles, United States"
swim1865,200 m butterfly,200,Female,10,02:26.40,146004,,,Sharon Stouder,Sharon_Stouder,United States,489,America,513,"Sunday, August 2, 1964",,"Los Altos, United States"
swim1866,200 m butterfly,200,Female,11,02:26.30,146003,,,Kendis Moore,Kendis_Moore,United States,512,America,536,"Sunday, August 15, 1965",,"Maumee, United States"
swim1867,200 m butterfly,200,Female,12,02:25.80,145008,,,Ada Kok,Ada_Kok,Netherlands,90,Europe,563,"Saturday, August 21, 1965",,"Leiden, Netherlands"
swim1868,200 m butterfly,200,Female,13,02:25.30,145003,,,Ada Kok,Ada_Kok,Netherlands,21,Europe,276,"Sunday, September 12, 1965",,"Groningen, Netherlands"
swim1869,200 m butterfly,200,Female,14,02:22.50,142005,,,Ada Kok,Ada_Kok,Netherlands,5,Europe,69,"Wednesday, August 2, 1967",,"Groningen, Netherlands"
swim1870,200 m butterfly,200,Female,15,02:21.00,141000,,,Ada Kok,Ada_Kok,Netherlands,113,Europe,741,"Friday, August 25, 1967",,"Blackpool, United Kingdom"
swim1871,200 m butterfly,200,Female,16,02:20.70,140007,,,Karen Moe,Karen_Moe,United States,615,America,643,"Saturday, July 11, 1970",,"Santa Clara, United States"
swim1872,200 m butterfly,200,Female,17,02:19.30,139003,,,Alice Jones,Alice_Jones,United States,706,America,735,"Saturday, August 22, 1970",,"Los Angeles, United States"
swim1873,200 m butterfly,200,Female,18,02:18.60,138006,,,Karen Moe,Karen_Moe,United States,646,America,674,"Saturday, August 7, 1971",,"Santa Clara, United States"
swim1874,200 m butterfly,200,Female,19,02:18.40,138004,,,Ellie Daniel,Ellie_Daniel,United States,677,America,706,"Saturday, August 28, 1971",,"Houston, United States"
swim1875,200 m butterfly,200,Female,20,02:16.62,136062,,,Karen Moe,Karen_Moe,United States,427,America,451,"Sunday, August 6, 1972",,"Chicago, United States"
swim1876,200 m butterfly,200,Female,21,02:15.57,135057,,,Karen Moe,Karen_Moe,United States,787,America,818,"Monday, September 4, 1972",,"Munich, West Germany"
swim1877,200 m butterfly,200,Female,22,02:15.45,135045,,,Rosemarie Kother,Rosemarie_Kother,East Germany,134,Europe,442,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
swim1878,200 m butterfly,200,Female,23,02:13.76,133076,,,Rosemarie Kother,Rosemarie_Kother,East Germany,135,Europe,443,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
swim1879,200 m butterfly,200,Female,24,02:13.60,133006,,,Rosemarie Gabriel,Rosemarie_Gabriel,East Germany,99,Europe,312,"Sunday, March 14, 1976",,"Tallinn, Soviet Union"
swim1880,200 m butterfly,200,Female,25,02:12.84,132084,,,Rosemarie Gabriel,Rosemarie_Gabriel,East Germany,208,Europe,703,"Friday, June 4, 1976",,"East Berlin, East Germany"
swim1881,200 m butterfly,200,Female,26,02:11.22,131022,,,Rosemarie Gabriel,Rosemarie_Gabriel,East Germany,148,Europe,497,"Saturday, June 5, 1976",,"East Berlin, East Germany"
swim1882,200 m butterfly,200,Female,27,02:11.20,131002,,,Andrea Pollack,Andrea_Pollack,East Germany,132,Europe,422,"Sunday, April 9, 1978",,"Leningrad, Soviet Union"
swim1883,200 m butterfly,200,Female,28,02:09.87,129087,,,Andrea Pollack,Andrea_Pollack,East Germany,44,Europe,130,"Tuesday, July 4, 1978",,"East Berlin, East Germany"
swim1884,200 m butterfly,200,Female,29,02:09.77,129077,,,Mary T. Meagher,Mary_T_Meagher,United States,577,America,604,"Saturday, July 7, 1979",,"San Juan, Puerto Rico"
swim1885,200 m butterfly,200,Female,30,02:08.41,128041,,,Mary T. Meagher,Mary_T_Meagher,United States,295,America,312,"Thursday, August 16, 1979",,"Fort Lauderdale, United States"
swim1886,200 m butterfly,200,Female,31,02:07.01,127001,,,Mary T. Meagher,Mary_T_Meagher,United States,296,America,313,"Thursday, August 16, 1979",,"Fort Lauderdale, United States"
swim1887,200 m butterfly,200,Female,32,02:06.37,126037,,,Mary T. Meagher,Mary_T_Meagher,United States,27,America,30,"Wednesday, July 30, 1980",,"Irvine, United States"
swim1888,200 m butterfly,200,Female,33,02:05.96,125096,,,Mary T. Meagher,Mary_T_Meagher,United States,301,America,318,"Thursday, August 13, 1981",,"Brown Deer, United States"
swim1889,200 m butterfly,200,Female,34,02:05.81,125081,,,Susie O'Neill,Susie_ONeill,Australia,1,Oceania,1,"Wednesday, May 17, 2000",,"Sydney, Australia"
swim1890,200 m butterfly,200,Female,35,02:05.78,125078,,,Otylia J?drzejczak,Otylia_Jedrzejczak,Poland,2,Europe,397,"Sunday, August 4, 2002",,"Berlin, Germany"
swim1891,200 m butterfly,200,Female,36,02:05.61,125061,,,Otylia J?drzejczak,Otylia_Jedrzejczak,Poland,1,Europe,212,"Thursday, July 28, 2005",,"Montreal, Canada"
swim1892,200 m butterfly,200,Female,37,02:05.40,125004,,,Jessicah Schipper,Jessicah_Schipper,Australia,71,Oceania,72,"Thursday, August 17, 2006",,"Victoria, Canada"
swim1893,200 m butterfly,200,Female,38,02:04.18,124018,,,Liu Zige,Liu_Zige,China,13,Asia,48,"Thursday, August 14, 2008",,"Beijing, China"
swim1894,200 m butterfly,200,Female,39,02:04.14,124014,,,Mary Descenza,Mary_Descenza,United States,28,America,31,"Wednesday, July 29, 2009",,"Rome, Italy"
swim1895,200 m butterfly,200,Female,40,02:03.41,123041,,,Jessicah Schipper,Jessicah_Schipper,Australia,57,Oceania,58,"Thursday, July 30, 2009",,"Rome, Italy"
swim1896,200 m butterfly,200,Female,41,02:01.81,121081,,,Liu Zige,Liu_Zige,China,5,Asia,5,"Wednesday, October 21, 2009",,"Jinan, China"
swim80,200 m freestyle,200,Male,0,02:28.60,148006,,Final,Freddy Lane,Freddy_Lane,Australia,243,Oceania,244,"Monday, August 18, 1902",-,"Weston-super-Mare, United Kingdom"
swim81,200 m freestyle,200,Male,0,02:26.80,146008,,Final,Zolt·n Halmay,Zoltan_Halmay,Hungary,20,Europe,319,"Sunday, June 28, 1908",-,"Budapest, Hungary"
swim82,200 m freestyle,200,Male,1,02:31.60,151006,,Final,Otto Scheff,Otto_Scheff,Austria,1,Europe,9,"Wednesday, November 11, 1908",-,"Vienna, Austria"
swim83,200 m freestyle,200,Male,2,02:30.00,150000,,Final,Frank Beaurepaire,Frank_Beaurepaire,Australia,246,Oceania,247,"Friday, September 9, 1910",-,"Exeter, United Kingdom"
swim84,200 m freestyle,200,Male,3,02:25.40,145004,,Final,Charles Daniels,Charles_Daniels,United States,100,America,106,"Tuesday, March 28, 1911",-,"Pittsburgh, United States"
swim85,200 m freestyle,200,Male,4,02:21.60,141006,,Final,Norman Ross,Norman_Ross,United States,919,America,952,"Friday, November 24, 1916",-,"San Francisco, United States"
swim86,200 m freestyle,200,Male,5,02:19.80,139008,,Final,Tedford Cann,Tedford_Cann,United States,779,America,810,"Saturday, April 10, 1920",-,"Detroit, United States"
swim87,200 m freestyle,200,Male,6,02:15.60,135006,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,920,America,954,"Friday, May 26, 1922",-,"Honolulu, United States"
swim88,200 m freestyle,200,Male,7,02:15.20,135002,,Final,Johnny Weissmuller,Johnny_Weissmuller,United States,43,America,49,"Wednesday, December 9, 1925",-,"McKeesport, United States"
